t,Q_total,cs_mean,rebound_mean,profit_total,profit_ratio_demarketers,profit_ratio_conventional,prop_rate,d_mean,r_mean,n_alive
0,1361.2954560663993,0.24321626877657765,0.0,76.61140189153667,-0.5332633336290471,0.6571875099621852,0.25,0.175,0.2,8
1,1327.0901417211073,0.2770248835949398,0.0,75.46246769564416,-0.4452932098857373,0.6206741214940955,0.25,0.175,0.2,8
2,1295.2417637618455,0.30851173653859704,0.0,74.6030827725269,-0.359441521647888,0.5866788734329176,0.25,0.175,0.2,8
3,1265.5905823782691,0.33784081715862174,0.0,74.00300198093083,-0.27577492721309405,0.5550347115465919,0.25,0.175,0.2,8
4,1237.984302611665,0.3651622405252591,0.0,73.63385250774813,-0.19434525714239476,0.5255813560271662,0.25,0.175,0.2,8
5,1212.2829323410358,0.39061626602140664,0.0,73.46990561819847,-0.11519094922307527,0.49817060941340574,0.25,0.175,0.2,8
6,1188.3545712742944,0.41432927533284025,0.0,73.48737904265452,-0.03833766680003418,0.47266219704790885,0.25,0.175,0.2,8
7,1166.080732649306,0.4364016365494727,0.0,73.66526333156648,0.03620024777261866,0.448929422878358,0.25,0.175,0.2,8
8,1145.370084773403,0.456940865609085,0.0,73.98754210512374,0.10841987315018173,0.4268730304088429,0.25,0.175,0.2,8
9,1126.119192967594,0.47605435815737623,0.0,74.43676303116104,0.17832779863125411,0.4063816067595701,0.25,0.175,0.2,8
10,1108.2262276991846,0.4938229541607617,0.0,74.99620635525937,0.24593852231113994,0.3873456872463137,0.25,0.175,0.2,8
11,1091.6202499149622,0.5103317206843985,0.0,75.65462255879444,0.31127479433294003,0.3696872891601936,0.25,0.175,0.2,8
12,1076.2064340830032,0.525650110845424,0.0,76.39726239177722,0.3743651244278633,0.35330460866043056,0.25,0.175,0.2,8
13,1061.9324563590767,0.5398645284339515,0.0,77.21664141810535,0.4352443255666471,0.3381392039285705,0.25,0.175,0.2,8
14,1048.6860391060081,0.5530699116943391,0.0,78.09581663772815,0.4939506240861201,0.32407230379855184,0.25,0.175,0.2,8
15,1036.3843541917279,0.5653359389145215,0.0,79.02288713677424,0.5505262874532175,0.3110153433646749,0.25,0.175,0.2,8
16,1024.965773792257,0.5767278428430929,0.0,79.98962435881424,0.6050171450212126,0.29890155198653023,0.25,0.175,0.2,8
17,1014.371590081741,0.5872844132999253,0.0,80.98846835565479,0.6574718100970758,0.28766741517999245,0.25,0.175,0.2,8
18,1004.5578130315255,0.5970705921417828,0.0,82.01441843226297,0.7079413480223716,0.2772646168860167,0.25,0.175,0.2,8
19,995.4698383011748,0.6061610963786496,0.0,83.06087484164706,0.7564780133187909,0.2676344378077254,0.25,0.175,0.2,8
20,987.0312054856187,0.6145973077250544,0.0,84.11778230554702,2.0342521497917563,0.6552492834026213,0.25,0.175,0.2,8
21,979.2001687570396,0.6224140249450969,0.0,85.1808138587113,2.1478045862753845,0.6342483615424955,0.25,0.175,0.2,8
22,971.949228766693,0.6296690901743562,0.0,86.2480245587775,2.256872315832208,0.6148085847727534,0.25,0.19249999999999998,0.22000000000000003,8
23,947.3409775921449,0.6367032645150924,0.0,107.89093214736772,2.3920385088386125,0.9128103781898679,0.25,0.21,0.24000000000000002,8
24,922.0532768825741,0.6435338530184574,0.0,129.40604325776795,2.5323662901130093,1.2070659669990842,0.25,0.21,0.24000000000000002,8
25,915.9498243761263,0.6498845260581672,0.0,130.05497176797917,2.6440705957559985,1.1801172282289543,0.25,0.21349999999999997,0.24400000000000002,8
26,905.9261319270479,0.6558256818167041,0.0,134.50057362819348,2.7587470650284684,1.2123580416060509,0.25,0.21699999999999997,0.24800000000000003,8
27,896.1812460208188,0.6613814011045875,0.0,139.12352395175603,2.87105124729419,1.2482007306329006,0.25,0.21699999999999997,0.24800000000000003,8
28,891.2775485844377,0.666534580308559,0.0,139.89276767906733,2.9730227318637983,1.2264033568379267,0.25,0.21699999999999997,0.24800000000000003,8
29,886.7348910154597,0.6713185771124892,0.0,140.65792710890673,3.0706451244726383,1.2059909410201908,0.25,0.21699999999999997,0.24800000000000003,8
