policy,lambda_social,r_demarketer,Q_base,Q_treat,throughput_reduction,leakage,relative_profit_demarketers,profit_ratio_demarketers,profit_ratio_mean,profit_total_treat,profit_total_base,cs_mean_treat,cs_mean_base,rebound_mean_treat,units_lost_at_demarketers,prop_rate,d_mean,r_mean,n_exits,n_exits_demarketers,n_exits_conventional,viable,PMV,share_micro_negative,mean_micro_g,regime
0.0,0.3,0.125,931.1181527269977,921.2387964135733,0.010610206969427457,0.9164106922253874,0.479649711401962,0.5088634346456962,1.379214044942363,101.57122810077105,89.29107198318344,0.5070894890762621,0.5026604170202162,0.0,118.1892346813395,0.125,0.09924405119999999,0.017722152,1,1,0,False,False,0.0,0.42942557752635613,collapse
0.0,0.3,0.25,931.1181527269977,901.8808280703518,0.03140023054111613,0.5520072075744374,0.6193052804293507,0.619640891259913,0.9976403814037609,89.03213126047342,89.29107198318344,0.5158459884504686,0.5026604170202162,0.0,65.26293536631823,0.125,0.045003571199999995,0.016072704,0,0,0,False,False,0.0,0.42942557752635613,futility
0.0,0.3,0.375,931.1181527269977,900.8663439702088,0.0324897636977534,0.546268576127993,0.7382408344038572,0.6991918098318308,0.9734295583368842,91.7728666543884,89.29107198318344,0.5153114973887487,0.5026604170202162,0.0,66.67338245746572,0.125,0.045003571199999995,0.024109055999999997,0,0,0,False,False,0.0,0.42942557752635613,futility
0.0,0.3,0.5,931.1181527269977,899.8401977796295,0.033591821677800296,0.5406022409975023,0.8620783850201446,0.7752969644064512,0.953014254844013,94.62068901615149,89.29107198318344,0.5147928510986098,0.5026604170202162,0.0,68.08469204395504,0.125,0.045003571199999995,0.032145408,0,0,0,False,False,0.0,0.42942557752635613,futility
0.0,0.3,0.625,931.1181527269977,898.8033867660997,0.03470533343835751,0.5350173675631131,0.9917208534306379,0.849215675348068,0.9359491667578372,97.59593797160849,89.29107198318344,0.5142887235589663,0.5026604170202162,0.0,69.49671602042922,0.125,0.045003571199999995,0.040181760000000004,0,0,0,True,False,0.0,0.42942557752635613,futility
0.0,0.3,0.75,931.1181527269977,803.8850417123546,0.13664550588130103,-0.07431090291605602,1.641869659146316,1.3418939414145896,1.3745709601636475,150.17432439138065,89.29107198318344,0.533427252660673,0.5026604170202162,0.0,118.43229987640252,0.25,0.170128,0.18228,0,0,0,True,True,0.0,0.42942557752635613,niche
0.0,0.3,0.875,931.1181527269977,703.2832297918058,0.24468959419158992,-0.4854402544197949,2.819952791070703,2.204573263331226,1.9593083096847044,223.78352941950564,89.29107198318344,0.5605263843992982,0.5026604170202162,0.0,153.3787187046328,0.5,0.2950528,0.368816,0,0,0,True,True,0.0,0.42942557752635613,tipping
0.0,0.3,1.0,931.1181527269977,671.403538915559,0.2789276667529288,-0.6644894212792176,3.77719741568455,2.8304017529166723,2.318526039092214,276.27501682225807,89.29107198318344,0.5645449203513718,0.5026604170202162,0.0,156.03260104341126,0.625,0.31894464,0.4556352,0,0,0,True,True,0.0,0.42942557752635613,tipping
0.0,0.375,0.0,890.0325639125763,888.7381563404699,0.0014543373181944712,0.9940345745793321,0.0,0.0,1.978309740733551,107.39300710014305,80.34406279187277,0.5623215071252118,0.5606391883621034,0.0,216.98495594660028,0.25,0.15749999999999997,0.0,2,2,0,False,False,0.0,0.42942557752635613,collapse
0.0,0.375,0.125,890.0325639125763,879.2365697637993,0.012129886687873442,0.9040849319471054,0.48325504755132004,0.4993456518808305,1.3584482307626187,92.42299991179013,80.34406279187277,0.5666331980588105,0.5606391883621034,0.0,112.55785319177711,0.125,0.09924405119999999,0.017722152,1,1,0,False,False,0.0,0.42942557752635613,collapse
0.0,0.375,0.25,890.0325639125763,858.9993562161882,0.03486749693737762,0.4923845657725857,0.6157415700659215,0.5957555558876961,0.9581330935182746,79.56278990656656,80.34406279187277,0.5770426627502799,0.5606391883621034,0.0,61.13527210538888,0.125,0.045003571199999995,0.016072704,0,0,0,False,False,0.0,0.42942557752635613,futility
0.0,0.375,0.375,890.0325639125763,858.1811537245014,0.0357867919439445,0.49029957213821085,0.745002956818235,0.6782326104888354,0.9322601437647992,82.27544417129408,80.34406279187277,0.576306921279559,0.5606391883621034,0.0,62.490452130269176,0.125,0.045003571199999995,0.024109055999999997,0,0,0,False,False,0.0,0.42942557752635613,futility
0.0,0.375,0.5,890.0325639125763,857.3447002173306,0.03672659295919479,0.48803102239837004,0.8796825117407762,0.7566030503666832,0.910927783539249,85.09334730738473,80.34406279187277,0.5755959955492671,0.5606391883621034,0.0,63.84735233055582,0.125,0.045003571199999995,0.032145408,0,0,0,False,False,0.0,0.42942557752635613,futility
0.0,0.375,0.625,890.0325639125763,766.4151843443533,0.1388908502682216,-0.15581945862061497,1.4499708267889875,1.1823421065756858,1.2563486765818226,123.78843824404376,80.34406279187277,0.598185117865442,0.5606391883621034,0.0,106.95215299087558,0.25,0.170128,0.1519,0,0,0,True,True,0.0,0.42942557752635613,niche
0.0,0.375,0.75,890.0325639125763,700.1358008786997,0.21335934294256817,-0.47762168538237915,2.277218174011126,1.7658277456670022,1.6094540271624274,166.75876486219818,80.34406279187277,0.6158950144365776,0.5606391883621034,0.0,128.51514356649082,0.5,0.25228224,0.2703024,0,0,0,True,True,0.0,0.42942557752635613,tipping
0.0,0.375,0.875,890.0325639125763,653.3748042515069,0.26589786627662665,-0.6689549917877147,3.2677246066164476,2.416189378757547,1.9697001699215626,214.02691374625618,80.34406279187277,0.6293867654515063,0.5606391883621034,0.0,141.79996514320106,0.625,0.3044608,0.380576,0,0,0,True,True,0.0,0.42942557752635613,tipping
0.0,0.375,1.0,890.0325639125763,629.3630372253558,0.2928763926808692,-0.8433405399255223,4.210618062549872,2.9761982192208603,2.2950839278967896,260.8773399070395,80.34406279187277,0.6291323563102292,0.5606391883621034,0.0,141.4114869397667,0.625,0.315393792,0.45056255999999995,0,0,0,True,True,0.0,0.42942557752635613,tipping
0.0,0.44999999999999996,0.0,839.902885347009,837.7611149092876,0.002550021526401314,0.9895402785539945,0.0,0.0,1.9762310920547854,96.35150451757025,69.42756608765254,0.6341544840712404,0.6313429063406117,0.0,204.7636209795404,0.25,0.15749999999999997,0.0,2,2,0,False,False,0.0,0.42942557752635613,collapse
