chi2,DoF,chi2 p-value,CFI,TLI,NFI,RMSEA,GFI,AGFI,AIC,BIC
1859.694137079822,1110,0.0,0.9745815740699888,0.9728412133756817,0.9393843942069642,0.020552106226699864,0.9393843942069642,0.9352341365130266,227.67538232865022,846.1176567748556
