stringency,n,CS,CS_se,RIA,AD,PA,PR
0.05,300,-0.1306516674384327,0.05407636174031895,-0.877521140453696,-0.48843790209719873,0.16035179347115525,-0.24906364486235769
0.15,300,0.0948219857863416,0.0552107806361333,-0.3487614666090827,-0.4841066817847078,0.17999915933786456,-0.3538421437354873
0.3,300,0.18855822364383204,0.055178696033038224,0.016015776739416284,-0.2770743508476382,-0.036121865195937936,-0.12882602320466796
0.45,300,0.20713657709306438,0.05420851605036025,0.2578061972158296,-0.18785121241032368,-0.09677242939317104,-0.03177708572381841
0.6,300,0.1286008102394913,0.059120931034013,0.34063405751743836,0.1551814363389631,-0.08225046331777722,0.0034353606187907224
0.75,300,-0.11122884337787163,0.058273322436286655,0.3239011564464063,0.44450695321336153,-0.04210149828580599,0.2567932062546369
0.9,300,-0.3772370859464256,0.06025960950366833,0.28792541914368736,0.8377817575875439,-0.08310469661632978,0.5032803306529008
