chi2,DoF,chi2/df,chi2 p-value,CFI,TLI,NFI,RMSEA,GFI,AGFI,AIC,BIC
1626.034833710638,1119,1.4531142392409633,0.0,0.9848554629125065,0.9827441601550007,0.9532139830592247,0.016833701552780425,0.9532139830592248,0.9466915356572937,411.9674564578617,1525.1635504610315
