agency,locus,frame,n,CS_mean,CS_sd,PA_mean,AD_mean,RIA_mean,PR_mean,CS_se
0.0,0.0,0.0,150,-0.23811311510370775,0.9792154972027485,-0.48244535864674853,0.22841189915381685,-0.38393035505534334,0.26420150685112237,0.07995261054574875
0.0,0.0,1.0,150,-0.2142378519957263,0.9571765768657259,-0.4637837359826106,0.06462073337404896,-0.1028611645848383,0.1633905842692875,0.07815314023549699
0.0,1.0,0.0,150,-0.1767195813974698,1.0444429586623063,-0.33145586618235956,0.4109708026791831,-0.25016851139769336,0.18389450072660982,0.08527841047218114
0.0,1.0,1.0,150,0.08590831279032592,0.9166711733540688,-0.022690836648440533,0.17040252794014904,0.17820802588566675,0.12409141105941965,0.0748458878878604
1.0,0.0,0.0,150,0.024514779084087952,0.9298380001524297,0.12660214466466319,-0.017274849515834988,-0.07577015827442816,-0.1099949684950105,0.07592095479411333
1.0,0.0,1.0,150,0.1711771096045453,1.032483132435533,0.3776857950548831,-0.3124401795147917,0.22392409903448388,-0.17663269698130812,0.08430189474991613
1.0,1.0,0.0,150,0.07055992936376643,1.0128274487826887,0.2809846594316227,-0.13499974992004315,0.04783255801681802,-0.1595460999335395,0.08269701490008169
1.0,1.0,1.0,150,0.27691041765417734,1.01483020036044,0.51510319830899,-0.4096911841965289,0.3627655063753357,-0.28940423749658106,0.08286053888164983
